t,x,y,z,qw,qx,qy,qz,x_v,y_v,z_v,wx,wy,wz,left_shoulder_pitch,left_shoulder_abad,left_shoulder_yaw,left_elbow,left_hip_yaw,left_hip_abad,left_hip_pitch,left_knee,left_ankle,right_shoulder_pitch,right_shoulder_abad,right_shoulder_yaw,right_elbow,right_hip_yaw,right_hip_abad,right_hip_pitch,right_knee,right_ankle,left_shoulder_pitch_v,left_shoulder_abad_v,left_shoulder_yaw_v,left_elbow_v,left_hip_yaw_v,left_hip_abad_v,left_hip_pitch_v,left_knee_v,left_ankle_v,right_shoulder_pitch_v,right_shoulder_abad_v,right_shoulder_yaw_v,right_elbow_v,right_hip_yaw_v,right_hip_abad_v,right_hip_pitch_v,right_knee_v,right_ankle_v
0,0,0,0.6239107,0.981671145938103,-0.053205331502065,0.181492414507045,-0.023483130300912,0,0,0,0,0,0,-0.223997184547263,0.597191636478397,0.340111620538682,-1.8032567295,-0.167423369665897,0.156075312825759,0.048206414180253,0.7526034269,0.091171948531819,0.557546577739834,0.340048981375887,-0.006774883354545,-1.8873414569,-0.06046229851672,-0.264784186086795,-0.588583798315286,0.1598707633,-0.240576285850138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0333333015,0.06342991431,-0.00372886745,0.6047013,0.985667290568873,-0.059429337198123,0.154933473095107,-0.03039350419904,1.90289924656878,-0.111866130332154,-0.576282550349834,0,0,0,-0.114323455125653,0.58644374722376,0.337867300873714,-1.6936814684,-0.154289512437066,0.175714279601366,0.033238004986772,1.0006845268,0.045132760779821,0.473879978135696,0.369847564639159,0.047878719722236,-1.8584108793,-0.028208078183904,-0.25226894632714,-0.572364712519047,0.3511078857,-0.135717690000808,3.29021502480364,-0.322436985566431,-0.067329654248877,3.28726097233423,0.394016093150308,0.58916956592514,-0.449052704649739,7.4424401045303,-1.38117695158394,-2.5100003851745,0.893958351628368,1.63960965813064,0.867918156861838,0.967627534068781,0.375457551351607,0.486573038564401,5.73711915094879,3.14576087968153
0.066666603,0.12285760109,-0.00697891712,0.5830013,0.989866702778918,-0.067522919698562,0.116839712897512,-0.044193297399059,1.78283230600485,-0.097501583214012,-0.651000621705595,0,0,0,0.044310939027565,0.582665360612536,0.323465348216724,-1.5758228746,-0.1541806962943,0.195672040853709,0.004362288181778,1.2685314805,-0.021469551425745,0.381329733335334,0.388742248950936,0.124318394066824,-1.8266476322,0.035776760947892,-0.24299489601893,-0.566307300999526,0.6588181596,-0.30386039417505,4.75903636947627,-0.113351706587576,-0.432058992326025,3.53576119065193,0.003264487400555,0.598733409360721,-0.866272331439919,8.03541628482255,-1.99807127432502,-2.7765099955779,0.566841070686535,2.2931924203364,0.952898323017898,1.91954700712127,0.278221774948102,0.181722519130632,9.23131703290777,-5.04428594252032
0.0999999045,0.18182856314,-0.00933431786,0.5665884,0.992775378988258,-0.068740926399187,0.085254969298992,-0.04902368939942,1.76913055101968,-0.070662089682296,-0.492387470230033,0,0,0,0.21445332614015,0.558758897660991,0.269904527735421,-1.4772170086,-0.118657936651402,0.18467402575765,-0.066372157562348,1.5013147696,-0.090178955115,0.226434340438872,0.40591653109484,0.210831823942688,-1.7850128028,0.019039143770489,-0.229759748863472,-0.458294525705432,0.7868450415,-0.461511546655083,5.1042764879616,-0.717194573467167,-1.60682614895808,2.95817880506076,1.06568380701497,-0.329940767975209,-2.12203539886757,6.9835053422476,-2.06128407920396,-4.64686622465112,0.515228956360761,2.59540537488805,1.249046074839,-0.50212899485528,0.397054793851058,3.2403863533918,3.84081012497367,-4.72953909111084
0.133333206,0.24178728518,-0.01121394148,0.5616107,0.993875353808451,-0.052052992700443,0.079808009700679,-0.055972749000476,1.79876337901903,-0.056388762451268,-0.14933114261124,0,0,0,0.365452955837891,0.49854043588373,0.198948157548978,-1.4494592922,-0.099118543587803,0.137628268698525,-0.199890346605816,1.6247130377,-0.127638151224797,0.017379851695491,0.441848700001729,0.280704787245078,-1.7933834019,-0.015496360792668,-0.174532842268051,-0.349357978547407,0.8039614855,-0.553434612213775,4.52999321707574,-1.80655557857841,-2.12869313849522,0.832732287259335,0.586182351712108,-1.411374059636,-4.00554949660381,3.70195157836376,-1.12377695650092,-6.27164065171825,1.0779660966643,2.09619090093402,-0.251118212817888,-1.03606612633785,1.65680878011501,3.2680995357758,0.513493810386589,-2.7576946003591
0.1666665075,0.30380951398,-0.01138885237,0.5702529,0.993613193744979,-0.021035401300952,0.089544659404054,-0.065361204702959,1.86066864093855,-0.005247331711202,0.259266247599264,0,0,0,0.476838462347392,0.415183473095837,0.153302254863314,-1.4697103475,-0.077503531210463,0.046714164625217,-0.346609462630639,1.6077257481,-0.191614122593118,-0.178247054031905,0.519185268200186,0.335105678884087,-1.8445040959,-0.076484265126979,-0.076729360592635,-0.227376926974833,0.7046190898,-0.548254330394814,3.34156838648285,-2.50071127181608,-1.36937838832628,-0.607532239193286,0.648450990590911,-2.7274257268908,-4.40157768425137,-0.509619174686314,-1.91928097396295,-5.86881277653809,2.3200992616485,1.6320283077573,-1.53362228460929,-1.82963887733447,2.93410725233492,3.65943504193769,-2.98027471716236,0.155408602984053
0.199999809,0.36984923612,-0.01088554698,0.5890297,0.991984270327533,0.013954689800387,0.104420069202898,-0.069777669801937,1.98119355623985,0.015099176119713,0.563304537955835,0,0,0,0.547203917459674,0.347822551873465,0.143782971179474,-1.4939320269,-0.014330925211401,-0.071076205043053,-0.465963762008369,1.4590708204,-0.232601078815507,-0.332108190766528,0.601556859607806,0.38258626665509,-1.9062102114,-0.130097999347351,0.032596454926056,-0.105728665552789,0.5479653174,-0.40860112186647,2.11096566934068,-2.02082956656338,-0.28557878324294,-0.72665107595178,1.89517998986875,-3.53371446474542,-3.58063240083585,-4.45965208996775,-1.22960986094907,-4.61583851016447,2.47115010217697,1.42441899345023,-1.85118523288189,-1.6084135626461,3.27977759774833,3.64945132788734,-4.69961766013486,4.18960025691858
0.2333331105,0.43823223878,-0.0099755313,0.6113877,0.988645090056508,0.042802962698117,0.124142674194539,-0.073057434496786,2.0514920389749,0.027300496471974,0.670740640557311,0,0,0,0.585853080032859,0.298099648227148,0.137531492316814,-1.5149300831,0.014660164860713,-0.151217436538467,-0.552209285934662,1.2186744051,-0.239964296114993,-0.464202687031838,0.655203082879912,0.44196465132603,-1.9597272424,-0.179091033392488,0.128054233254676,-0.031135138332119,0.4252791429,-0.142334264203585,1.15947598449511,-1.49168853395208,-0.187544544984827,-0.629942287594886,0.869733532758942,-2.4042392409109,-2.58736818872542,-7.21189934636388,-0.220896729940974,-3.96283867247022,1.60938823512894,1.78135324132055,-1.60551246326441,-1.46979242500587,2.86373608472656,2.23780795372668,-3.68058874996226,7.9880133584393
0.266666412,0.50744021636,-0.00970543,0.6304956,0.986494115964653,0.052766650898109,0.139417856395005,-0.067880048897568,2.07624131021045,0.00810304673841,0.573237547441856,0,0,0,0.613978552902952,0.283025032763877,0.125472794972371,-1.5348949044,0.019908100377735,-0.18617841053899,-0.592094889286106,0.9290317796,-0.234780689810428,-0.556431291506518,0.661000166933773,0.49475223102333,-2.0017251001,-0.291581094417491,0.201462768393181,0.006478765739161,0.3534029936,0.168267538015455,0.843764991898338,-0.452238895786274,-0.361761265815303,-0.598945210992673,0.157438215864139,-1.04883022164853,-1.19656924326694,-8.68928706326914,0.155508337647406,-2.76686077659244,0.173912687702441,1.58362890328459,-1.25993693423976,-3.37470505359343,2.20225815731169,1.12841819977778,-2.15628653825364,9.31806296532132
0.2999997135,0.57517590571,-0.01032213364,0.6407954,0.985657254333894,0.040174637901382,0.152578322305247,-0.059880138702059,2.03207262112936,-0.018501126868576,0.308994295089551,0,0,0,0.621593002595125,0.310614964535575,0.100980091718903,-1.5486306456,-0.002940309957594,-0.173980304685573,-0.612448871387288,0.6406702261,-0.242861788372375,-0.605288100487179,0.629040519997382,0.520981431744448,-2.0347397483,-0.332149833085432,0.204371884112848,0.042258836709641,0.3424440714,0.339335049917522,0.228433708919377,0.827698743603258,-0.734781799320672,-0.412072629529364,-0.685452964667452,0.36594352507857,-0.610620046177604,-8.6508548665664,-0.242433188382089,-1.46570566916875,-0.958790323736495,0.786876773100855,-0.990440391870574,-1.21706332233368,0.087273554936247,1.07340315421441,-0.328767979973421,5.13203025815092
