t,x,y,z,qw,qx,qy,qz,x_v,y_v,z_v,wx,wy,wz,left_shoulder_pitch,left_shoulder_abad,left_shoulder_yaw,left_elbow,left_hip_yaw,left_hip_abad,left_hip_pitch,left_knee,left_ankle,right_shoulder_pitch,right_shoulder_abad,right_shoulder_yaw,right_elbow,right_hip_yaw,right_hip_abad,right_hip_pitch,right_knee,right_ankle,left_shoulder_pitch_v,left_shoulder_abad_v,left_shoulder_yaw_v,left_elbow_v,left_hip_yaw_v,left_hip_abad_v,left_hip_pitch_v,left_knee_v,left_ankle_v,right_shoulder_pitch_v,right_shoulder_abad_v,right_shoulder_yaw_v,right_elbow_v,right_hip_yaw_v,right_hip_abad_v,right_hip_pitch_v,right_knee_v,right_ankle_v
0,0,0,0.5303928,0.996186039772656,-0.026316189199278,0.083162527497717,0.00219689969994,0,0,0,0,0,0,-0.09712114790432,0.942519531873674,-0.166128981225735,-2.209756757,-0.334531532777811,0.090026329880808,-1.02317436684848,0.8698441741,0.067410923097164,0.28682046589103,0.533982032691067,0.357553226202223,-1.552042635,-0.283681890309954,-0.002100275778756,-0.47178214077528,1.079541993,-0.804474328395982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0333333015,0.00501959108,0.00075478417,0.5339152,0.996688403463481,-0.019626645899281,0.077880323297147,0.012715204099534,0.150587876211422,0.022643546724587,0.105672100916854,0,0,0,-0.112691296812482,0.901000149673946,-0.121420663966646,-2.2068392952,-0.331022896292776,0.066173267059533,-0.987937980045707,0.8451495105,0.068358576052105,0.328298866365848,0.538961439784445,0.316103646669061,-1.5403112662,-0.319215687905897,0.0253197552618,-0.441846001818003,1.055587349,-0.805146558205182,-0.46710491333004,-1.24558265552328,1.34125079866719,0.087523937585363,0.105259195073587,-0.715592568029153,1.05709261360668,-0.740840615502789,0.028429615798505,1.24435320260185,0.149382355461492,-1.24348857352647,0.351941400104038,-1.06601494592256,0.822601716801319,0.898085026389523,-0.718640006301207,-0.020166913535406
0.066666603,0.0115829847,0.00281637559,0.5385723,0.996906197507898,-0.012829596800102,0.073872677000585,0.023585215900187,0.196901996641407,0.061847801664651,0.139713133426045,0,0,0,-0.119700628689569,0.859669244278907,-0.087842828649469,-2.2154124623,-0.325899318385876,0.041375526618386,-0.94840212700011,0.8155871236,0.069682428681934,0.367281170761795,0.545046666890755,0.27265042328894,-1.5280580849,-0.354273593553701,0.054510781834866,-0.408606659161976,1.0213143186,-0.800477178569349,-0.210280157130152,-1.23992834598273,1.0073360215212,-0.257195258621479,0.153707483997647,-0.743932923690345,1.18607672407119,-0.886872453963194,0.039715616823279,1.1694702487225,0.182556987531219,-1.30359794633966,0.367595790053979,-1.05173817384407,0.875731633515671,0.997181231988887,-1.02819189392326,0.140081522852845
0.0999999045,0.01911471191,0.00595047768,0.5433792,0.997020030501234,-0.004489312500006,0.069978918400087,0.03215362860004,0.225952032084191,0.094023152492111,0.144207137717815,0,0,0,-0.115124987610125,0.823605343472757,-0.076055922870976,-2.2282480003,-0.322168758075176,0.015500108294954,-0.908206008025665,0.793192804,0.068151919563677,0.393121837986972,0.566403387734616,0.24798454008617,-1.5157116873,-0.381357007243997,0.086874767220964,-0.375017173829829,0.9844285302,-0.796767999433777,0.137269363475553,-1.08191805741627,0.353607511049984,-0.385066507738503,0.111916916201647,-0.776263291034405,1.20588472085326,-0.671830229597867,-0.045915317396834,0.775220757091124,0.640702237186476,-0.739977202761321,0.370392281724629,-0.812503186649434,0.970920488812007,1.00768552230407,-1.10657470877885,0.111275480335241
0.133333206,0.02676082451,0.01010170126,0.5468729,0.997133949171532,0.004536069299871,0.066235089998109,0.036279806198964,0.229383597061335,0.124536826332669,0.104811100094602,0,0,0,-0.100771393426531,0.792526717884916,-0.08930552451225,-2.2368968045,-0.325865779824445,-0.009879749734378,-0.874053263539227,0.7851171655,0.059455402012706,0.390389081127867,0.609415794237171,0.253865534488035,-1.5047878853,-0.404008495257839,0.122202366401703,-0.349416292716105,0.9571612514,-0.790914287731234,0.430608236738696,-0.932359658038691,-0.397488428839694,-0.259464373788488,-0.110910758397844,-0.761396468013604,1.02458331307021,-0.242269386367265,-0.260895775684583,-0.081982784066698,1.29037342738328,0.176430000546584,0.327714372967226,-0.679545289381007,1.05982898755886,0.768027166877672,-0.818019145208284,0.175611518785277
0.1666665075,0.03395946379,0.01482546646,0.5478914,0.997204849628268,0.010159744700288,0.064232681201821,0.036788994701043,0.215959384641212,0.141713091336002,0.030555029180051,0,0,0,-0.096201753096263,0.773495573409789,-0.112713945351575,-2.2341830479,-0.353263855627634,-0.038927562958481,-0.866055909458846,0.8109078959,0.048687559659732,0.331666511195776,0.661987698977963,0.299587351059229,-1.4986599128,-0.424407598366356,0.151641195053544,-0.333965508643873,0.9423922752,-0.790614470297818,0.137089340828342,-0.57093487949661,-0.702253295831644,0.081412775749199,-0.821943059051306,-0.87143522894372,0.239920851535831,0.773722650905132,-0.323035579088209,-1.76167878036599,1.57715864841026,1.37165580706711,0.183839350566582,-0.611973677690371,0.88316570297847,0.463523964832346,-0.443069709131571,0.008994531592271
0.199999809,0.04122486935,0.01909442633,0.5455282,0.997522697557467,0.010004272299573,0.060827429597406,0.033888142498555,0.217962374954068,0.128068918405817,-0.070896067705745,0,0,0,-0.080020885306056,0.766886139439668,-0.154792946488627,-2.2288422496,-0.428435592654471,-0.083483900873407,-0.882691563918277,0.8702508358,0.021668271927174,0.180914627476356,0.701627093570883,0.421512604295456,-1.5048556958,-0.430897630696355,0.169268420915973,-0.317266401224005,0.9402559922,-0.795573958083968,0.485426497288513,-0.198283208464118,-1.26237123967607,0.160224102014024,-2.25515426447743,-1.3366914139881,-0.499070110394894,1.78028989717685,-0.810579406080077,-4.52256083062816,1.18918297345734,3.65776109024866,-0.185873667509349,-0.194701155839557,0.528817280893371,0.500973701025912,-0.064088551204567,-0.14878477567397
0.2333331105,0.05053237588,0.02230035906,0.5410657,0.997917432704544,-8.48960000003868E-06,0.055037766100251,0.033639883100153,0.279225462560317,0.09617807375006,-0.133875127850745,0,0,0,-0.048997993681573,0.777987425331,-0.207201495628969,-2.2211118385,-0.515974687866336,-0.123984067516031,-0.917794946845819,0.9440590647,-0.023193861625887,-0.082592767200216,0.657835128250712,0.62999721549872,-1.5150984766,-0.460295004994069,0.180497564253085,-0.283279519869741,0.9294716026,-0.805255716331755,0.930687637541194,0.333038894792107,-1.57225797571664,0.231912554476485,-2.6261753643534,-1.21500615960959,-1.05310249353913,2.21424898160778,-1.34586529189318,-7.90522938979123,-1.31376021424614,6.25454430918775,-0.307283717455952,-0.881922071166999,0.336874621828641,1.01960741435301,-0.323531996973059,-0.290453024816227
0.266666412,0.06580175854,0.02554069987,0.5379059,0.997582148806794,-0.015253089000104,0.052068108100355,0.043429388400296,0.458081917268231,0.097210317135853,-0.094794090528358,0,0,0,0.006939370944051,0.781793123908018,-0.273268566896621,-2.2114859337,-0.580251026660187,-0.170864007888575,-0.949934066999649,0.9750316775,-0.074164954245775,-0.375962310994533,0.493167148734191,0.811768342815245,-1.5208893499,-0.555004334099898,0.208555152812747,-0.233037736675489,0.885740633,-0.627695133514365,1.67812254137573,0.11417106634393,-1.98201403085298,0.288777419782437,-1.9282920053344,-1.4063995542879,-0.964174525401582,0.929179271366203,-1.52913423891984,-8.80109471887499,-4.94004410323775,5.45313902724351,-0.17372636490868,-2.84128258659976,0.841728460640543,1.50725493525601,-1.31193034089347,5.32682257163725
0.2999997135,0.09167960578,0.02798976621,0.5389377,0.997520921691204,-0.022809380299799,0.03971088999965,0.053430217799529,0.776336158601031,0.073472060365818,0.030954029561099,0,0,0,0.167057618275124,0.74197921789769,-0.438006234389119,-2.2086283083,-0.692603537367664,-0.214629777374182,-0.913810887176622,0.9438147186,-0.102149823881085,-0.581606857360919,0.291883505911316,0.943125132281385,-1.5433199066,-0.63807543845923,0.264256665901742,-0.135666810109027,0.7982106257,-0.411618263878632,4.80355200732436,-1.19441832097935,-4.9421347445136,0.085728843871056,-3.37057854012683,-1.3129743384587,1.08369642962092,-0.936509661366726,-0.839546890826578,-6.16934228271345,-6.03851505146811,3.94070744735981,-0.672917343636065,-2.49213551076935,1.6710469885197,2.92113058667359,-2.62590272673711,6.4823122796802
